season,competition_scope,player_name,nationality,position,squad,age,born,appearances,starts,minutes,nineties,goals,assists,penalty_goals,penalty_attempts,own_goals,yellow_cards,red_cards,xg,npxg,xag,progressive_carries,progressive_passes,progressive_receives,shots,shots_on_target,passes_completed,passes_attempted,pass_accuracy,key_passes,crosses,tackles,tackles_won,interceptions,clearances,errors,touches,touches_att_pen,dribbles_attempted,dribbles_completed,carries,passes_into_final_third,carries_into_final_third,shot_creating_actions,goal_creating_actions,recoveries,fouls_committed,fouls_drawn,aerial_duels_won,aerial_duels_lost,clean_sheets,goals_conceded,saves,penalties_saved,source_dataset
2025-26,serie_a_league,Fallou Cham,gm GAM,MF,Hellas Verona,19.0,2006.0,6,3,228,2.5,0,0,0,0,0.0,0,0,,,,,,,5.0,2.0,,,,,10.0,,9.0,4.0,,,,,,,,,,,,,7.0,5.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Walid Cheddira,ma MAR,FW,Sassuolo,27.0,1998.0,16,1,221,2.5,1,0,0,0,0.0,1,0,,,,,,,8.0,2.0,,,,,4.0,,0.0,0.0,,,,,,,,,,,,,7.0,9.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Walid Cheddira,ma MAR,FW,Lecce,27.0,1998.0,17,11,1000,11.1,3,1,0,0,0.0,2,0,,,,,,,25.0,10.0,,,,,4.0,,3.0,1.0,,,,,,,,,,,,,20.0,25.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Oliver Christensen,dk DEN,GK,Fiorentina,26.0,1999.0,1,1,86,1.0,0,0,0,0,0.0,0,0,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,6.0,0.0,Football Players Stats 2025-2026
2025-26,serie_a_league,Samuel Chukwueze,ng NGA,"FW,MF",Milan,26.0,1999.0,1,0,26,0.3,0,0,0,0,0.0,0,0,,,,,,,0.0,0.0,,,,,3.0,,0.0,0.0,,,,,,,,,,,,,0.0,3.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Alessandro Circati,au AUS,DF,Parma,21.0,2003.0,31,31,2664,29.6,1,0,0,0,0.0,6,0,,,,,,,8.0,1.0,,,,,5.0,,25.0,27.0,,,,,,,,,,,,,30.0,18.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Matteo Cocchi,it ITA,DF,Inter,18.0,2007.0,1,0,17,0.2,0,0,0,0,0.0,0,0,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Saúl Coco,gq EQG,DF,Torino,26.0,1999.0,35,35,3088,34.3,1,1,0,0,0.0,3,0,,,,,,,15.0,4.0,,,,,5.0,,34.0,41.0,,,,,,,,,,,,,46.0,34.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Michele Collocolo,it ITA,MF,Cremonese,25.0,1999.0,8,5,362,4.0,0,0,0,0,0.0,1,0,,,,,,,2.0,1.0,,,,,5.0,,3.0,1.0,,,,,,,,,,,,,2.0,2.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Lorenzo Colombo,it ITA,FW,Genoa,23.0,2002.0,38,30,2326,25.8,7,1,1,2,0.0,2,0,,,,,,,66.0,27.0,,,,,16.0,,12.0,1.0,,,,,,,,,,,,,41.0,55.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Pietro Comuzzo,it ITA,DF,Fiorentina,20.0,2005.0,27,18,1696,18.8,1,0,0,0,1.0,2,0,,,,,,,10.0,2.0,,,,,1.0,,16.0,24.0,,,,,,,,,,,,,24.0,4.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Francisco Conceição,pt POR,"MF,FW",Juventus,22.0,2002.0,31,27,2078,23.1,3,5,0,0,0.0,3,0,,,,,,,73.0,23.0,,,,,92.0,,26.0,7.0,,,,,,,,,,,,,32.0,40.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Nikita Contini Baranovsky,it ITA,GK,Napoli,29.0,1996.0,1,0,11,0.1,0,0,0,0,0.0,0,0,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,1.0,0.0,0.0,0.0,Football Players Stats 2025-2026
2025-26,serie_a_league,Francesco Coppola,it ITA,DF,Pisa,20.0,2005.0,7,5,458,5.1,0,0,0,0,0.0,3,0,,,,,,,2.0,0.0,,,,,2.0,,5.0,5.0,,,,,,,,,,,,,7.0,8.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Maxwel Cornet,ci CIV,MF,Genoa,28.0,1996.0,8,1,118,1.3,0,0,0,1,0.0,0,0,,,,,,,4.0,2.0,,,,,13.0,,4.0,0.0,,,,,,,,,,,,,6.0,1.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Edoardo Corvi,it ITA,GK,Parma,24.0,2001.0,17,17,1530,17.0,0,0,0,0,0.0,1,0,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,5.0,,,7.0,18.0,44.0,0.0,Football Players Stats 2025-2026
2025-26,serie_a_league,Lassana Coulibaly,ml MLI,MF,Lecce,29.0,1996.0,33,31,2689,29.9,3,1,0,0,0.0,4,0,,,,,,,28.0,8.0,,,,,18.0,,28.0,9.0,,,,,,,,,,,,,34.0,52.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Woyo Coulibaly,ml MLI,DF,Sassuolo,26.0,1999.0,20,9,1054,11.7,0,0,0,0,0.0,2,0,,,,,,,6.0,1.0,,,,,10.0,,14.0,10.0,,,,,,,,,,,,,15.0,12.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Ben Cremaschi,us USA,MF,Parma,20.0,2005.0,8,2,132,1.5,0,0,0,0,0.0,0,0,,,,,,,1.0,0.0,,,,,6.0,,1.0,0.0,,,,,,,,,,,,,2.0,0.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Bryan Cristante,it ITA,MF,Roma,30.0,1995.0,37,36,3094,34.4,2,1,0,0,0.0,6,0,,,,,,,44.0,8.0,,,,,19.0,,43.0,28.0,,,,,,,,,,,,,63.0,9.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Juan Cuadrado,co COL,MF,Pisa,37.0,1988.0,19,2,506,5.6,1,0,1,1,0.0,3,0,,,,,,,10.0,2.0,,,,,45.0,,10.0,5.0,,,,,,,,,,,,,9.0,16.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Patrick Cutrone,it ITA,FW,Parma,27.0,1998.0,15,11,888,9.9,1,0,0,0,0.0,0,0,,,,,,,25.0,7.0,,,,,12.0,,1.0,3.0,,,,,,,,,,,,,7.0,16.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Lucas Da Cunha,fr FRA,MF,Como,24.0,2001.0,36,31,2739,30.4,6,4,4,4,0.0,4,0,,,,,,,42.0,16.0,,,,,99.0,,33.0,18.0,,,,,,,,,,,,,34.0,19.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Thijs Dallinga,nl NED,FW,Bologna,24.0,2000.0,23,9,811,9.0,2,2,0,0,0.0,2,0,,,,,,,24.0,5.0,,,,,5.0,,4.0,1.0,,,,,,,,,,,,,20.0,9.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Matteo Darmian,it ITA,"MF,DF",Inter,35.0,1989.0,6,2,248,2.8,0,0,0,0,0.0,0,0,,,,,,,0.0,0.0,,,,,5.0,,3.0,1.0,,,,,,,,,,,,,4.0,2.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Juan David Cabal,co COL,MF,Juventus,24.0,2001.0,12,2,296,3.3,2,0,0,0,0.0,1,0,,,,,,,5.0,2.0,,,,,4.0,,5.0,4.0,,,,,,,,,,,,,4.0,1.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Jonathan David,ca CAN,FW,Juventus,25.0,2000.0,35,20,1781,19.8,6,4,0,1,0.0,0,0,,,,,,,41.0,16.0,,,,,8.0,,10.0,6.0,,,,,,,,,,,,,30.0,26.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Keinan Davis,eng ENG,FW,Udinese,27.0,1998.0,30,27,2065,22.9,10,4,4,4,0.0,5,0,,,,,,,50.0,25.0,,,,,5.0,,5.0,1.0,,,,,,,,,,,,,41.0,47.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Kevin De Bruyne,be BEL,MF,Napoli,34.0,1991.0,18,13,1165,12.9,5,2,3,3,0.0,1,0,,,,,,,27.0,11.0,,,,,58.0,,8.0,5.0,,,,,,,,,,,,,8.0,6.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,24.0,2001.0,31,26,2177,24.2,3,5,0,0,0.0,4,0,,,,,,,46.0,16.0,,,,,46.0,,15.0,5.0,,,,,,,,,,,,,23.0,36.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Manuel De Luca,it ITA,FW,Cremonese,27.0,1998.0,2,0,16,0.2,1,0,1,1,0.0,0,0,,,,,,,2.0,2.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,1.0,1.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Lorenzo De Silvestri,it ITA,DF,Bologna,37.0,1988.0,12,6,491,5.5,0,0,0,0,0.0,2,0,,,,,,,0.0,0.0,,,,,7.0,,1.0,7.0,,,,,,,,,,,,,9.0,3.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Koni De Winter,be BEL,DF,Milan,23.0,2002.0,26,19,1800,20.0,1,1,0,0,0.0,1,0,,,,,,,7.0,1.0,,,,,5.0,,19.0,13.0,,,,,,,,,,,,,27.0,8.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Alessandro Deiola,it ITA,"MF,DF",Cagliari,29.0,1995.0,20,17,1430,15.9,0,2,0,0,0.0,3,0,,,,,,,22.0,7.0,,,,,2.0,,20.0,13.0,,,,,,,,,,,,,22.0,11.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,24.0,2001.0,24,11,1187,13.2,1,0,0,0,0.0,0,0,,,,,,,9.0,2.0,,,,,10.0,,15.0,4.0,,,,,,,,,,,,,8.0,3.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Enrico Delprato,it ITA,"DF,MF",Parma,25.0,1999.0,35,34,2951,32.8,2,0,0,0,0.0,5,0,,,,,,,18.0,9.0,,,,,19.0,,21.0,24.0,,,,,,,,,,,,,16.0,10.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Ali Dembélé,fr FRA,DF,Torino,21.0,2004.0,2,0,21,0.2,0,0,0,0,0.0,0,0,,,,,,,1.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Daniel Denoon,ch SUI,DF,Pisa,21.0,2004.0,2,2,122,1.4,0,0,0,0,0.0,1,0,,,,,,,0.0,0.0,,,,,0.0,,2.0,1.0,,,,,,,,,,,,,4.0,3.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Raffaele Di Gennaro,it ITA,GK,Inter,31.0,1993.0,1,0,10,0.1,0,0,0,0,0.0,0,0,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,0.0,1.0,1.0,0.0,Football Players Stats 2025-2026
2025-26,serie_a_league,Michele Di Gregorio,it ITA,GK,Juventus,28.0,1997.0,30,29,2655,29.5,0,0,0,0,0.0,1,0,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,5.0,,,14.0,25.0,60.0,0.0,Football Players Stats 2025-2026
2025-26,serie_a_league,Giovanni Di Lorenzo,it ITA,"DF,MF",Napoli,31.0,1993.0,26,26,2276,25.3,2,1,0,0,0.0,1,0,,,,,,,25.0,9.0,,,,,38.0,,26.0,9.0,,,,,,,,,,,,,33.0,23.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,26.0,1999.0,3,0,54,0.6,0,0,0,0,0.0,0,0,,,,,,,1.0,0.0,,,,,0.0,,1.0,0.0,,,,,,,,,,,,,0.0,1.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Boulaye Dia,sn SEN,"FW,MF",Lazio,28.0,1996.0,27,14,1253,13.9,1,2,0,0,0.0,1,0,,,,,,,12.0,7.0,,,,,0.0,,7.0,3.0,,,,,,,,,,,,,19.0,14.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Assane Diao,sn SEN,MF,Como,19.0,2005.0,17,13,1075,11.9,2,1,0,0,0.0,2,0,,,,,,,31.0,10.0,,,,,27.0,,5.0,4.0,,,,,,,,,,,,,15.0,39.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Federico Dimarco,it ITA,MF,Inter,27.0,1997.0,35,30,2698,30.0,7,16,0,0,0.0,3,0,,,,,,,65.0,22.0,,,,,295.0,,31.0,30.0,,,,,,,,,,,,,41.0,23.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Andy Diouf,fr FRA,MF,Inter,22.0,2003.0,19,4,493,5.5,1,0,0,0,0.0,1,0,,,,,,,10.0,3.0,,,,,6.0,,6.0,1.0,,,,,,,,,,,,,5.0,3.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Berat Djimsiti,al ALB,DF,Atalanta,32.0,1993.0,34,29,2525,28.1,0,0,0,0,0.0,4,0,,,,,,,16.0,2.0,,,,,2.0,,30.0,42.0,,,,,,,,,,,,,17.0,8.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Dodô,br BRA,"DF,MF",Fiorentina,26.0,1998.0,36,36,3134,34.8,1,2,0,0,0.0,7,0,,,,,,,25.0,4.0,,,,,153.0,,18.0,31.0,,,,,,,,,,,,,22.0,53.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Josh Doig,sct SCO,DF,Sassuolo,23.0,2002.0,30,22,1917,21.3,0,0,0,0,0.0,5,0,,,,,,,11.0,4.0,,,,,39.0,,20.0,22.0,,,,,,,,,,,,,16.0,19.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Benjamín Domínguez,ar ARG,MF,Bologna,21.0,2003.0,15,6,547,6.1,0,3,0,0,0.0,1,0,,,,,,,12.0,2.0,,,,,7.0,,2.0,2.0,,,,,,,,,,,,,6.0,18.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Alberto Dossena,it ITA,DF,Cagliari,26.0,1998.0,12,9,859,9.5,0,1,0,0,0.0,5,0,,,,,,,7.0,2.0,,,,,0.0,,13.0,9.0,,,,,,,,,,,,,11.0,8.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Mamedi Doucouré,fr FRA,DF,Genoa,18.0,2007.0,1,0,9,0.1,0,0,0,0,0.0,0,0,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Anastasios Douvikas,gr GRE,FW,Como,25.0,1999.0,38,25,2273,25.3,14,1,1,1,0.0,0,0,,,,,,,65.0,30.0,,,,,4.0,,10.0,4.0,,,,,,,,,,,,,36.0,42.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Artem Dovbyk,ua UKR,FW,Roma,28.0,1997.0,14,3,393,4.4,3,1,0,0,0.0,0,0,,,,,,,12.0,6.0,,,,,1.0,,3.0,0.0,,,,,,,,,,,,,11.0,6.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Denzel Dumfries,nl NED,MF,Inter,29.0,1996.0,20,15,1325,14.7,3,1,0,0,0.0,2,0,,,,,,,23.0,5.0,,,,,34.0,,9.0,7.0,,,,,,,,,,,,,20.0,13.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Rafiu Durosinmi,ng NGA,FW,Pisa,22.0,2003.0,12,4,432,4.8,1,1,0,0,0.0,1,1,,,,,,,9.0,5.0,,,,,0.0,,0.0,1.0,,,,,,,,,,,,,15.0,2.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Paulo Dybala,ar ARG,"MF,FW",Roma,31.0,1993.0,22,15,1354,15.0,2,6,0,1,0.0,0,0,,,,,,,43.0,18.0,,,,,98.0,,6.0,5.0,,,,,,,,,,,,,11.0,40.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Edin Džeko,ba BIH,FW,Fiorentina,39.0,1986.0,11,2,244,2.7,0,0,0,0,0.0,1,0,,,,,,,4.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,2.0,5.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Enzo Ebosse,cm CMR,DF,Hellas Verona,26.0,1999.0,4,3,214,2.4,0,0,0,0,0.0,1,0,,,,,,,1.0,0.0,,,,,0.0,,1.0,0.0,,,,,,,,,,,,,5.0,1.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Enzo Ebosse,cm CMR,DF,Torino,26.0,1999.0,13,13,1115,12.4,0,1,0,0,0.0,3,0,,,,,,,0.0,0.0,,,,,7.0,,6.0,10.0,,,,,,,,,,,,,16.0,9.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Éderson,br BRA,MF,Atalanta,26.0,1999.0,30,26,2230,24.8,2,1,1,1,0.0,3,0,,,,,,,35.0,11.0,,,,,12.0,,35.0,28.0,,,,,,,,,,,,,34.0,40.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Andrias Edmundsson,fo FRO,DF,Hellas Verona,24.0,2000.0,15,15,1319,14.7,0,0,0,0,1.0,3,0,,,,,,,4.0,1.0,,,,,4.0,,20.0,28.0,,,,,,,,,,,,,13.0,7.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Kingsley Ehizibue,nl NED,"MF,DF",Udinese,30.0,1995.0,32,20,1811,20.1,2,0,0,0,0.0,5,0,,,,,,,9.0,2.0,,,,,32.0,,31.0,13.0,,,,,,,,,,,,,34.0,24.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Jeff Ekhator,it ITA,"FW,MF",Genoa,18.0,2006.0,30,9,956,10.6,3,0,0,0,0.0,3,0,,,,,,,20.0,5.0,,,,,9.0,,8.0,2.0,,,,,,,,,,,,,20.0,19.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Jurgen Ekkelenkamp,nl NED,MF,Udinese,25.0,2000.0,31,27,2186,24.3,5,3,0,0,0.0,1,0,,,,,,,33.0,15.0,,,,,32.0,,27.0,18.0,,,,,,,,,,,,,22.0,19.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Caleb Ekuban,gh GHA,"FW,MF",Genoa,31.0,1994.0,31,6,994,11.0,4,1,0,0,0.0,0,0,,,,,,,29.0,10.0,,,,,5.0,,1.0,5.0,,,,,,,,,,,,,16.0,29.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Mikael Ellertsson,is ISL,MF,Genoa,23.0,2002.0,36,31,2767,30.7,1,1,0,0,0.0,1,1,,,,,,,26.0,6.0,,,,,32.0,,26.0,14.0,,,,,,,,,,,,,28.0,42.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Elif Elmas,mk MKD,"MF,FW",Napoli,25.0,1999.0,33,20,1783,19.8,1,3,0,0,0.0,3,0,,,,,,,27.0,9.0,,,,,41.0,,13.0,7.0,,,,,,,,,,,,,18.0,13.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Nesta Elphege,fr FRA,FW,Parma,24.0,2001.0,9,2,309,3.4,2,1,0,0,0.0,0,0,,,,,,,6.0,3.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,3.0,0.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Francesco Esposito,it ITA,FW,Inter,20.0,2005.0,35,15,1571,17.5,7,3,0,0,0.0,1,0,,,,,,,57.0,23.0,,,,,4.0,,5.0,5.0,,,,,,,,,,,,,29.0,50.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Sebastiano Esposito,it ITA,"FW,MF",Cagliari,23.0,2002.0,36,34,2675,29.7,7,5,1,1,0.0,6,0,,,,,,,57.0,16.0,,,,,139.0,,35.0,21.0,,,,,,,,,,,,,46.0,56.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Tomás Esteves,pt POR,"DF,MF",Pisa,23.0,2002.0,1,0,14,0.2,0,0,0,0,0.0,0,0,,,,,,,0.0,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Nahuel Estévez,ar ARG,MF,Parma,29.0,1995.0,32,9,1049,11.7,0,1,0,0,0.0,2,0,,,,,,,9.0,1.0,,,,,43.0,,10.0,5.0,,,,,,,,,,,,,11.0,13.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Pervis Estupiñán,ec ECU,MF,Milan,27.0,1998.0,19,13,1034,11.5,1,1,0,0,0.0,5,1,,,,,,,9.0,1.0,,,,,20.0,,9.0,11.0,,,,,,,,,,,,,17.0,8.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Giovanni Fabbian,it ITA,MF,Bologna,22.0,2003.0,14,8,705,7.8,2,0,0,0,0.0,0,0,,,,,,,14.0,4.0,,,,,2.0,,4.0,5.0,,,,,,,,,,,,,13.0,18.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Giovanni Fabbian,it ITA,MF,Fiorentina,22.0,2003.0,15,4,468,5.2,0,0,0,0,0.0,2,0,,,,,,,7.0,2.0,,,,,4.0,,2.0,1.0,,,,,,,,,,,,,6.0,9.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Alieu Fadera,gm GAM,FW,Sassuolo,23.0,2001.0,28,8,987,11.0,2,1,0,0,0.0,5,0,,,,,,,13.0,4.0,,,,,24.0,,23.0,5.0,,,,,,,,,,,,,36.0,36.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Nicolò Fagioli,it ITA,MF,Fiorentina,24.0,2001.0,33,30,2554,28.4,2,3,0,0,0.0,5,0,,,,,,,33.0,7.0,,,,,84.0,,31.0,18.0,,,,,,,,,,,,,23.0,45.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Wladimiro Falcone,it ITA,GK,Lecce,30.0,1995.0,38,38,3420,38.0,0,0,0,0,0.0,2,0,,,,,,,0.0,0.0,,,,,0.0,,2.0,0.0,,,,,,,,,,,,,0.0,8.0,,,10.0,50.0,108.0,2.0,Football Players Stats 2025-2026
2025-26,serie_a_league,Jacopo Fazzini,it ITA,"MF,FW",Fiorentina,22.0,2003.0,20,5,584,6.5,0,0,0,0,0.0,2,0,,,,,,,9.0,1.0,,,,,16.0,,10.0,5.0,,,,,,,,,,,,,12.0,15.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Mattia Felici,it ITA,MF,Cagliari,24.0,2001.0,12,4,412,4.6,2,1,0,0,0.0,3,0,,,,,,,9.0,6.0,,,,,23.0,,6.0,5.0,,,,,,,,,,,,,10.0,6.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Pedro Felipe,br BRA,DF,Sassuolo,21.0,2004.0,3,1,129,1.4,0,1,0,0,0.0,0,0,,,,,,,0.0,0.0,,,,,0.0,,1.0,2.0,,,,,,,,,,,,,2.0,1.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Evan Ferguson,ie IRL,FW,Roma,20.0,2004.0,16,10,773,8.6,3,2,0,0,0.0,1,0,,,,,,,27.0,15.0,,,,,2.0,,4.0,1.0,,,,,,,,,,,,,11.0,9.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Lewis Ferguson,sct SCO,MF,Bologna,25.0,1999.0,27,17,1601,17.8,1,0,0,0,0.0,7,1,,,,,,,13.0,2.0,,,,,25.0,,16.0,12.0,,,,,,,,,,,,,34.0,26.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Seydou Fini,it ITA,FW,Genoa,19.0,2006.0,1,0,32,0.4,0,0,0,0,0.0,0,0,,,,,,,0.0,0.0,,,,,1.0,,0.0,0.0,,,,,,,,,,,,,1.0,0.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Romano Floriani,it ITA,MF,Cremonese,22.0,2003.0,28,12,1168,13.0,0,1,0,0,0.0,2,0,,,,,,,5.0,1.0,,,,,29.0,,14.0,6.0,,,,,,,,,,,,,21.0,5.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Sadik Fofana,tg TOG,MF,Lecce,22.0,2003.0,5,1,84,0.9,0,0,0,0,0.0,0,0,,,,,,,2.0,0.0,,,,,0.0,,2.0,0.0,,,,,,,,,,,,,3.0,1.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Youssouf Fofana,fr FRA,MF,Milan,26.0,1999.0,33,28,2203,24.5,2,3,0,0,0.0,4,0,,,,,,,45.0,18.0,,,,,10.0,,19.0,19.0,,,,,,,,,,,,,21.0,16.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Francesco Folino,it ITA,DF,Cremonese,23.0,2002.0,18,7,722,8.0,1,0,0,0,0.0,1,0,,,,,,,2.0,1.0,,,,,1.0,,4.0,2.0,,,,,,,,,,,,,11.0,9.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Michael Folorunsho,it ITA,"MF,FW",Cagliari,27.0,1998.0,27,24,1999,22.2,2,0,0,0,0.0,3,0,,,,,,,36.0,9.0,,,,,22.0,,10.0,10.0,,,,,,,,,,,,,35.0,49.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Niccolò Fortini,it ITA,MF,Fiorentina,19.0,2006.0,16,2,541,6.0,0,0,0,0,0.0,0,0,,,,,,,8.0,2.0,,,,,29.0,,9.0,4.0,,,,,,,,,,,,,5.0,18.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Christian Frangella,it ITA,MF,Sassuolo,18.0,2006.0,1,0,3,0.0,0,0,0,0,0.0,0,0,,,,,,,0.0,0.0,,,,,1.0,,0.0,1.0,,,,,,,,,,,,,0.0,0.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Davide Frattesi,it ITA,MF,Inter,25.0,1999.0,22,3,569,6.3,0,0,0,0,0.0,0,0,,,,,,,16.0,4.0,,,,,2.0,,7.0,3.0,,,,,,,,,,,,,9.0,11.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Morten Frendrup,dk DEN,MF,Genoa,24.0,2001.0,36,35,3081,34.2,1,0,0,0,0.0,5,0,,,,,,,8.0,3.0,,,,,5.0,,71.0,41.0,,,,,,,,,,,,,41.0,39.0,,,,,,,Football Players Stats 2025-2026
2025-26,serie_a_league,Martin Frese,dk DEN,"MF,DF",Hellas Verona,27.0,1998.0,31,27,2408,26.8,2,0,0,0,1.0,8,0,,,,,,,21.0,11.0,,,,,74.0,,54.0,30.0,,,,,,,,,,,,,46.0,20.0,,,,,,,Football Players Stats 2025-2026
